time_sec,gt_pose_x,gt_velocidad_x,gt_aceleracion_x,tray_pose_x,tray_velocidad_x,tray_aceleracion_x,gt_pose_y,gt_velocidad_y,gt_aceleracion_y,tray_pose_y,tray_velocidad_y,tray_aceleracion_y,gt_pose_z,gt_velocidad_z,gt_aceleracion_z,tray_pose_z,tray_velocidad_z,tray_aceleracion_z,gt_pose_yaw,gt_velocidad_yaw,gt_aceleracion_yaw,tray_pose_yaw,tray_velocidad_yaw,tray_aceleracion_yaw,error_pose_x,error_pose_y,error_pose_z,error_pose_yaw,error_velocidad_x,error_velocidad_y,error_velocidad_z,error_velocidad_yaw,error_aceleracion_x,error_aceleracion_y,error_aceleracion_z,error_aceleracion_yaw
1789944384.690000057,-8.662577014,0.029087820,0.099700691,-8.646570888,0.061368571,0.085026691,-10.763298211,0.048756502,0.125422116,-10.747908111,0.077394645,0.105499453,0.032444302,0.013541798,0.008135510,0.030733343,0.011334394,0.008766533,89.853028377,-0.536792098,-0.902515475,89.772853288,-0.637155204,-0.882788438,0.016006125,0.015390100,-0.001710959,-0.080175090,0.032280751,0.028638143,-0.002207404,-0.100363106,-0.014674000,-0.019922663,0.000631023,0.019727037
1789944384.710000038,-8.661973707,0.031151011,0.103159560,-8.645319199,0.063065299,0.084876338,-10.762296192,0.051327019,0.128525818,-10.746330068,0.079499910,0.105312806,0.032716856,0.013711461,0.008483150,0.030962447,0.011509327,0.008750662,89.842360168,-0.555804980,-0.950644071,89.753359913,-0.663579574,-0.880446880,0.016654508,0.015966124,-0.001754410,-0.089000255,0.031914287,0.028172891,-0.002202135,-0.107774594,-0.018283222,-0.023213012,0.000267512,0.070197192
1789944384.730000019,-8.661328425,0.033281828,0.106540851,-8.644037275,0.064760172,0.084725916,-10.761242127,0.053957900,0.131544092,-10.744714499,0.081602872,0.105126073,0.032993027,0.013899251,0.009389460,0.031194713,0.011684062,0.008734785,89.831284627,-0.577176443,-1.068573170,89.753359913,-0.663579574,-0.880446880,0.017291149,0.016527628,-0.001798314,-0.077924714,0.031478344,0.027644972,-0.002215189,-0.086403131,-0.021814935,-0.026418020,-0.000654675,0.188126291
1789944384.750000000,-8.660639823,0.035479455,0.109881330,-8.642725117,0.066453192,0.084575425,-10.760134817,0.056648374,0.134523694,-10.743061404,0.083703534,0.104939254,0.033272895,0.014072350,0.008654975,0.031430143,0.011858599,0.008718900,89.819787867,-0.596969937,-0.989674701,89.726113100,-0.698735083,-0.877321935,0.017914707,0.017073414,-0.001842753,-0.093674767,0.030973737,0.027055159,-0.002213751,-0.101765146,-0.025305905,-0.029584440,0.000063925,0.112352766
1789944384.769999981,-8.659906581,0.037742377,0.113146111,-8.641384052,0.068142760,0.084425007,-10.758973087,0.059396725,0.137417521,-10.741372455,0.085799910,0.104752526,0.033556111,0.014243745,0.008569723,0.031668504,0.012032775,0.008703022,89.807905582,-0.616793782,-0.991192244,89.726113100,-0.698735083,-0.877321935,0.018522529,0.017600632,-0.001887607,-0.081792481,0.030400383,0.026403186,-0.002210970,-0.081941301,-0.028721104,-0.032664995,0.000133299,0.113870309
1789944384.789999962,-8.659127407,0.040069099,0.116336082,-8.640014080,0.069828877,0.084274661,-10.757755796,0.062201300,0.140228763,-10.739647651,0.087892003,0.104565889,0.033842683,0.014398239,0.007724718,0.031909796,0.012206587,0.008687153,89.795631510,-0.634727017,-0.896661755,89.704777635,-0.724994205,-0.874980501,0.019113327,0.018108145,-0.001932887,-0.090853875,0.029759778,0.025690703,-0.002191652,-0.090267188,-0.032061421,-0.035662874,0.000962435,0.021681253
1789944384.809999943,-8.658301049,0.042457342,0.119412171,-8.638591840,0.071512580,0.084124129,-10.756481846,0.065059439,0.142906966,-10.737857963,0.089981099,0.104379019,0.034132271,0.014558919,0.008033977,0.032156601,0.012380140,0.008671263,89.783000171,-0.653664500,-0.946874147,89.682628144,-0.751215754,-0.872636149,0.019709209,0.018623884,-0.001975670,-0.100372027,0.029055238,0.024921660,-0.002178778,-0.097551253,-0.035288042,-0.038527947,0.000637286,0.074237998
1789944384.829999924,-8.657426300,0.044904942,0.122379975,-8.637139705,0.073194170,0.083973550,-10.755150194,0.067968691,0.145462594,-10.736031173,0.092067570,0.104192091,0.034425294,0.014737350,0.008921596,0.032406518,0.012553469,0.008655369,89.769956778,-0.675082850,-1.070917500,89.682628144,-0.751215754,-0.872636149,0.020286595,0.019119021,-0.002018775,-0.087328634,0.028289228,0.024098879,-0.002183881,-0.076132903,-0.038406426,-0.041270503,-0.000266227,0.198281350
1789944384.849999905,-8.656501988,0.047410437,0.125274778,-8.635657674,0.074873645,0.083822924,-10.753759833,0.070927637,0.147947280,-10.734167282,0.094151416,0.104005105,0.034721817,0.014899785,0.008121734,0.032659548,0.012726573,0.008639470,89.756487199,-0.694803464,-0.986030677,89.651853941,-0.786090002,-0.869508404,0.020844314,0.019592550,-0.002062268,-0.104633258,0.027463208,0.023223779,-0.002173212,-0.091286539,-0.041451854,-0.043942175,0.000517736,0.116522273
1789944384.869999886,-8.655526977,0.049971720,0.128064155,-8.634147459,0.076549211,0.083672412,-10.752309789,0.073934061,0.150321199,-10.732268441,0.096230410,0.103818261,0.035021467,0.015060179,0.008019681,0.032915407,0.012899268,0.008623582,89.742628650,-0.714607737,-0.990213676,89.651853941,-0.786090002,-0.869508404,0.021379517,0.020041348,-0.002106060,-0.090774710,0.026577491,0.022296350,-0.002160911,-0.071482265,-0.044391743,-0.046502938,0.000603901,0.120705272
