stamp_sec,receive_sec,x,y,z,qx,qy,qz,qw,yaw_rad
2.318,1790081557.01,-7.35473975085e-08,-1.26724855455e-06,0.0250000000663,2.70489063775e-10,-1.25594930593e-10,2.55617190924e-06,0.999999999997,5.11234381848e-06
2.338,1790081557.03,-2.03396042957e-06,-1.28176397108e-06,0.0249921563308,2.03151213823e-08,-3.919119576e-05,2.58351495468e-06,0.999999999229,5.16702832893e-06
2.358,1790081557.05,1.1743665401e-06,-1.2911975129e-06,0.0249952028415,-2.60226900497e-08,2.49890950762e-05,2.60616708567e-06,0.999999999684,5.21233287566e-06
2.378,1790081557.07,-7.58165616005e-08,-1.30614838147e-06,0.0250000000663,2.7048908415e-10,-1.2559494218e-10,2.6345377438e-06,0.999999999997,5.2690754876e-06
2.398,1790081557.09,-2.03622959848e-06,-1.32066392348e-06,0.0249921563308,2.03179164213e-08,-3.91911957733e-05,2.6618804279e-06,0.999999999228,5.3237592755e-06
2.418,1790081557.11,1.17209736715e-06,-1.33009685159e-06,0.0249952028415,-2.60242862212e-08,2.49890950578e-05,2.68453225691e-06,0.999999999684,5.36906321821e-06
2.438,1790081557.13,-7.80857377725e-08,-1.34504772888e-06,0.0250000000663,2.7048910451e-10,-1.25594953855e-10,2.71290254514e-06,0.999999999996,5.42580509028e-06
2.458,1790081557.15,-2.03849877947e-06,-1.35956339637e-06,0.0249921563308,2.03207114233e-08,-3.91911957868e-05,2.74024486792e-06,0.999999999228,5.48048815568e-06
2.478,1790081557.17,1.16982818212e-06,-1.36899571077e-06,0.0249952028415,-2.60258823735e-08,2.49890950393e-05,2.76289639495e-06,0.999999999684,5.52579149437e-06
2.498,1790081557.19,-8.03549260255e-08,-1.38394659678e-06,0.0250000000663,2.70489124876e-10,-1.25594965423e-10,2.79126631327e-06,0.999999999996,5.58253262655e-06
2.518,1790081557.21,-2.04076797254e-06,-1.39846238975e-06,0.0249921563308,2.03235063882e-08,-3.91911958002e-05,2.81860827473e-06,0.999999999228,5.63721496945e-06
2.538,1790081557.23,1.16755898501e-06,-1.40789409045e-06,0.0249952028415,-2.60274785053e-08,2.49890950209e-05,2.84125949979e-06,0.999999999684,5.6825177041e-06
2.558,1790081557.25,-8.26241263499e-08,-1.42284498517e-06,0.0250000000663,2.70489145215e-10,-1.25594976935e-10,2.8696290482e-06,0.999999999996,5.73925809642e-06
2.578,1790081557.27,-2.04303717768e-06,-1.43736090361e-06,0.0249921563308,2.03263013164e-08,-3.91911958136e-05,2.89697064833e-06,0.999999999228,5.7939397168e-06
2.598,1790081557.29,1.16528977583e-06,-1.44679199063e-06,0.0249952028415,-2.60290746134e-08,2.49890950025e-05,2.91962157141e-06,0.999999999684,5.83924184742e-06
2.618,1790081557.31,-8.48933387487e-08,-1.46174289406e-06,0.0250000000663,2.70489165591e-10,-1.25594988462e-10,2.94799074996e-06,0.999999999996,5.89598149993e-06
2.638,1790081557.33,-2.04530639489e-06,-1.47625893799e-06,0.0249921563308,2.03290962083e-08,-3.9191195827e-05,2.97533198878e-06,0.999999999228,5.95066239783e-06
2.658,1790081557.35,1.16302055457e-06,-1.48568941133e-06,0.0249952028415,-2.60306707035e-08,2.49890949841e-05,2.99798260991e-06,0.999999999683,5.99596392447e-06
2.678,1790081557.37,-8.71625632283e-08,-1.50064032347e-06,0.0250000000663,2.7048918595e-10,-1.25595000103e-10,3.02635141856e-06,0.999999999995,6.05270283713e-06
